Left Bin Edge (nm)	Right Bin Edge (nm)	Bin Center (nm)		Solar Flux at Earth (erg/s/nm/cm2)		3.9 Ga BOA Intensity (erg/s/nm/cm2)
1.3000000e+02		1.3500000e+02		1.3250000e+02		3.6963376e-01		0.0000000e+00		0.0000000e+00
1.3500000e+02		1.4000000e+02		1.3750000e+02		1.4654759e-01		0.0000000e+00		0.0000000e+00
1.4000000e+02		1.4500000e+02		1.4250000e+02		1.7428293e-01		0.0000000e+00		0.0000000e+00
1.4500000e+02		1.5000000e+02		1.4750000e+02		2.1396515e-01		0.0000000e+00		0.0000000e+00
1.5000000e+02		1.5500000e+02		1.5250000e+02		4.2836031e-01		0.0000000e+00		0.0000000e+00
1.5500000e+02		1.6000000e+02		1.5750000e+02		4.9217228e-01		0.0000000e+00		0.0000000e+00
1.6000000e+02		1.6500000e+02		1.6250000e+02		7.2942091e-01		0.0000000e+00		0.0000000e+00
1.6500000e+02		1.7000000e+02		1.6750000e+02		8.4832240e-01		0.0000000e+00		0.0000000e+00
1.7000000e+02		1.7500000e+02		1.7250000e+02		1.0776285e+00		0.0000000e+00		0.0000000e+00
1.7540000e+02		1.7700000e+02		1.7620000e+02		1.5915361e+00		0.0000000e+00		0.0000000e+00
1.7700000e+02		1.7860000e+02		1.7780000e+02		1.9540231e+00		0.0000000e+00		0.0000000e+00
1.7860000e+02		1.8020000e+02		1.7940000e+02		2.0728792e+00		0.0000000e+00		0.0000000e+00
1.8020000e+02		1.8180000e+02		1.8100000e+02		2.7568296e+00		0.0000000e+00		0.0000000e+00
1.8180000e+02		1.8350000e+02		1.8265000e+02		2.9124406e+00		0.0000000e+00		0.0000000e+00
1.8350000e+02		1.8520000e+02		1.8435000e+02		2.6619021e+00		0.0000000e+00		0.0000000e+00
1.8520000e+02		1.8690000e+02		1.8605000e+02		3.1028862e+00		0.0000000e+00		0.0000000e+00
1.8690000e+02		1.8870000e+02		1.8780000e+02		3.7438675e+00		0.0000000e+00		0.0000000e+00
