# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.0000000e+02	7.3016870e+15	2.0162265e-04
1.0184542e+04	2.0000000e+02	7.2290340e+15	1.9961647e-04
2.0369083e+04	2.0000000e+02	7.1571039e+15	1.9763026e-04
3.0553625e+04	2.0000000e+02	7.0858896e+15	1.9566380e-04
4.0738167e+04	2.0000000e+02	7.0153838e+15	1.9371691e-04
5.0922708e+04	2.0000000e+02	6.9455795e+15	1.9178940e-04
6.1107250e+04	2.0000000e+02	6.8764699e+15	1.8988106e-04
7.1291792e+04	2.0000000e+02	6.8080478e+15	1.8799171e-04
8.1476333e+04	2.0000000e+02	6.7403066e+15	1.8612117e-04
9.1660875e+04	2.0000000e+02	6.6732395e+15	1.8426923e-04
1.0184542e+05	2.0000000e+02	6.6068396e+15	1.8243572e-04
1.1202996e+05	2.0000000e+02	6.5411005e+15	1.8062045e-04
1.2221450e+05	2.0000000e+02	6.4760154e+15	1.7882325e-04
1.3239904e+05	2.0000000e+02	6.4115780e+15	1.7704393e-04
1.4258358e+05	2.0000000e+02	6.3477817e+15	1.7528231e-04
1.5276813e+05	2.0000000e+02	6.2846203e+15	1.7353822e-04
1.6295267e+05	2.0000000e+02	6.2220872e+15	1.7181149e-04
1.7313721e+05	2.0000000e+02	6.1601764e+15	1.7010194e-04
1.8332175e+05	2.0000000e+02	6.0988817e+15	1.6840940e-04
1.9350629e+05	2.0000000e+02	6.0381968e+15	1.6673369e-04
2.0369083e+05	2.0000000e+02	5.9781157e+15	1.6507467e-04
2.1387538e+05	2.0000000e+02	5.9186325e+15	1.6343215e-04
2.2405992e+05	2.0000000e+02	5.8597411e+15	1.6180597e-04
2.3424446e+05	2.0000000e+02	5.8014357e+15	1.6019597e-04
2.4442900e+05	2.0000000e+02	5.7437104e+15	1.5860200e-04
2.5461354e+05	2.0000000e+02	5.6865596e+15	1.5702388e-04
2.6479808e+05	2.0000000e+02	5.6299774e+15	1.5546147e-04
2.7498263e+05	2.0000000e+02	5.5739581e+15	1.5391460e-04
2.8516717e+05	2.0000000e+02	5.5184963e+15	1.5238312e-04
2.9535171e+05	2.0000000e+02	5.4635864e+15	1.5086688e-04
3.0553625e+05	2.0000000e+02	5.4092228e+15	1.4936573e-04
3.1572079e+05	2.0000000e+02	5.3554001e+15	1.4787952e-04
