# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.0000000e+02	7.8305604e+14	2.1622652e-05
1.0184542e+04	2.0000000e+02	7.7526451e+14	2.1407503e-05
2.0369083e+04	2.0000000e+02	7.6755050e+14	2.1194495e-05
3.0553625e+04	2.0000000e+02	7.5991324e+14	2.0983606e-05
4.0738167e+04	2.0000000e+02	7.5235198e+14	2.0774816e-05
5.0922708e+04	2.0000000e+02	7.4486595e+14	2.0568103e-05
6.1107250e+04	2.0000000e+02	7.3745441e+14	2.0363447e-05
7.1291792e+04	2.0000000e+02	7.3011662e+14	2.0160827e-05
8.1476333e+04	2.0000000e+02	7.2285183e+14	1.9960223e-05
9.1660875e+04	2.0000000e+02	7.1565934e+14	1.9761616e-05
1.0184542e+05	2.0000000e+02	7.0853841e+14	1.9564984e-05
1.1202996e+05	2.0000000e+02	7.0148833e+14	1.9370310e-05
1.2221450e+05	2.0000000e+02	6.9450841e+14	1.9177572e-05
1.3239904e+05	2.0000000e+02	6.8759793e+14	1.8986752e-05
1.4258358e+05	2.0000000e+02	6.8075622e+14	1.8797830e-05
1.5276813e+05	2.0000000e+02	6.7398258e+14	1.8610789e-05
1.6295267e+05	2.0000000e+02	6.6727634e+14	1.8425608e-05
1.7313721e+05	2.0000000e+02	6.6063683e+14	1.8242271e-05
1.8332175e+05	2.0000000e+02	6.5406339e+14	1.8060757e-05
1.9350629e+05	2.0000000e+02	6.4755535e+14	1.7881049e-05
2.0369083e+05	2.0000000e+02	6.4111206e+14	1.7703130e-05
2.1387538e+05	2.0000000e+02	6.3473289e+14	1.7526981e-05
2.2405992e+05	2.0000000e+02	6.2841719e+14	1.7352585e-05
2.3424446e+05	2.0000000e+02	6.2216434e+14	1.7179923e-05
2.4442900e+05	2.0000000e+02	6.1597370e+14	1.7008980e-05
2.5461354e+05	2.0000000e+02	6.0984466e+14	1.6839738e-05
2.6479808e+05	2.0000000e+02	6.0377660e+14	1.6672180e-05
2.7498263e+05	2.0000000e+02	5.9776893e+14	1.6506289e-05
2.8516717e+05	2.0000000e+02	5.9182103e+14	1.6342049e-05
2.9535171e+05	2.0000000e+02	5.8593231e+14	1.6179443e-05
3.0553625e+05	2.0000000e+02	5.8010218e+14	1.6018454e-05
3.1572079e+05	2.0000000e+02	5.7433007e+14	1.5859068e-05
3.2590533e+05	2.0000000e+02	5.6861539e+14	1.5701268e-05
3.3608988e+05	2.0000000e+02	5.6295757e+14	1.5545038e-05
3.4627442e+05	2.0000000e+02	5.5735605e+14	1.5390362e-05
3.5645896e+05	2.0000000e+02	5.5181027e+14	1.5237225e-05
3.6664350e+05	2.0000000e+02	5.4631966e+14	1.5085612e-05
3.7682804e+05	2.0000000e+02	5.4088369e+14	1.4935508e-05
3.8701258e+05	2.0000000e+02	5.3550181e+14	1.4786897e-05
3.9719713e+05	2.0000000e+02	5.3017348e+14	1.4639765e-05
4.0738167e+05	2.0000000e+02	5.2489816e+14	1.4494097e-05
4.1756621e+05	2.0000000e+02	5.1967534e+14	1.4349878e-05
4.2775075e+05	2.0000000e+02	5.1450448e+14	1.4207095e-05
4.3793529e+05	2.0000000e+02	5.0938508e+14	1.4065732e-05
4.4811983e+05	2.0000000e+02	5.0431661e+14	1.3925775e-05
4.5830438e+05	2.0000000e+02	4.9929858e+14	1.3787212e-05
4.6848892e+05	2.0000000e+02	4.9433047e+14	1.3650026e-05
4.7867346e+05	2.0000000e+02	4.8941180e+14	1.3514206e-05
4.8885800e+05	2.0000000e+02	4.8454207e+14	1.3379738e-05
4.9904254e+05	2.0000000e+02	4.7972080e+14	1.3246607e-05
5.0922708e+05	2.0000000e+02	4.7494750e+14	1.3114801e-05
5.1941163e+05	2.0000000e+02	4.7022169e+14	1.2984307e-05
5.2959617e+05	2.0000000e+02	4.6554291e+14	1.2855111e-05
5.3978071e+05	2.0000000e+02	4.6091068e+14	1.2727200e-05
5.4996525e+05	2.0000000e+02	4.5632454e+14	1.2600563e-05
5.6014979e+05	2.0000000e+02	4.5178404e+14	1.2475185e-05
5.7033433e+05	2.0000000e+02	4.4728871e+14	1.2351055e-05
5.8051888e+05	2.0000000e+02	4.4283811e+14	1.2228160e-05
5.9070342e+05	2.0000000e+02	4.3843180e+14	1.2106487e-05
6.0088796e+05	2.0000000e+02	4.3406933e+14	1.1986026e-05
6.1107250e+05	2.0000000e+02	4.2975027e+14	1.1866763e-05
6.2125704e+05	2.0000000e+02	4.2547418e+14	1.1748687e-05
6.3144158e+05	2.0000000e+02	4.2124064e+14	1.1631785e-05
6.4162613e+05	2.0000000e+02	4.1704923e+14	1.1516047e-05
6.5181067e+05	2.0000000e+02	4.1289952e+14	1.1401460e-05
6.6199521e+05	2.0000000e+02	4.0879110e+14	1.1288014e-05
6.7217975e+05	2.0000000e+02	4.0472356e+14	1.1175696e-05
6.8236429e+05	2.0000000e+02	4.0069649e+14	1.1064496e-05
6.9254883e+05	2.0000000e+02	3.9670950e+14	1.0954403e-05
7.0273338e+05	2.0000000e+02	3.9276217e+14	1.0845405e-05
7.1291792e+05	2.0000000e+02	3.8885412e+14	1.0737491e-05
7.2310246e+05	2.0000000e+02	3.8498496e+14	1.0630651e-05
7.3328700e+05	2.0000000e+02	3.8115430e+14	1.0524875e-05
7.4347154e+05	2.0000000e+02	3.7736175e+14	1.0420150e-05
7.5365608e+05	2.0000000e+02	3.7360694e+14	1.0316468e-05
7.6384063e+05	2.0000000e+02	3.6988948e+14	1.0213818e-05
7.7402517e+05	2.0000000e+02	3.6620902e+14	1.0112188e-05
7.8420971e+05	2.0000000e+02	3.6256518e+14	1.0011570e-05
7.9439425e+05	2.0000000e+02	3.5895760e+14	9.9119536e-06
8.0457879e+05	2.0000000e+02	3.5538591e+14	9.8133280e-06
8.1476333e+05	2.0000000e+02	3.5184976e+14	9.7156837e-06
8.2494788e+05	2.0000000e+02	3.4834880e+14	9.6190111e-06
8.3513242e+05	2.0000000e+02	3.4488267e+14	9.5233003e-06
8.4531696e+05	2.0000000e+02	3.4145103e+14	9.4285419e-06
8.5550150e+05	2.0000000e+02	3.3805353e+14	9.3347263e-06
8.6568604e+05	2.0000000e+02	3.3468985e+14	9.2418443e-06
8.7587058e+05	2.0000000e+02	3.3135963e+14	9.1498864e-06
8.8605513e+05	2.0000000e+02	3.2806254e+14	9.0588435e-06
8.9623967e+05	2.0000000e+02	3.2479827e+14	8.9687065e-06
9.0642421e+05	2.0000000e+02	3.2156647e+14	8.8794664e-06
9.1660875e+05	2.0000000e+02	3.1836683e+14	8.7911142e-06
9.2679329e+05	2.0000000e+02	3.1519903e+14	8.7036411e-06
9.3697783e+05	2.0000000e+02	3.1206274e+14	8.6170385e-06
9.4716238e+05	2.0000000e+02	3.0895767e+14	8.5312975e-06
9.5734692e+05	2.0000000e+02	3.0588349e+14	8.4464097e-06
9.6753146e+05	2.0000000e+02	3.0283990e+14	8.3623665e-06
9.7771600e+05	2.0000000e+02	2.9982659e+14	8.2791596e-06
9.8790054e+05	2.0000000e+02	2.9684326e+14	8.1967805e-06
9.9808508e+05	2.0000000e+02	2.9388962e+14	8.1152212e-06
1.0082696e+06	2.0000000e+02	2.9096537e+14	8.0344734e-06
1.0184542e+06	2.0000000e+02	2.8807022e+14	7.9545291e-06
1.0286387e+06	2.0000000e+02	2.8520387e+14	7.8753802e-06
1.0388233e+06	2.0000000e+02	2.8236605e+14	7.7970188e-06
1.0490078e+06	2.0000000e+02	2.7955646e+14	7.7194372e-06
1.0591923e+06	2.0000000e+02	2.7677482e+14	7.6426275e-06
1.0693769e+06	2.0000000e+02	2.7402087e+14	7.5665821e-06
1.0795614e+06	2.0000000e+02	2.7129432e+14	7.4912934e-06
1.0897460e+06	2.0000000e+02	2.6859489e+14	7.4167537e-06
1.0999305e+06	2.0000000e+02	2.6592233e+14	7.3429558e-06
1.1101150e+06	2.0000000e+02	2.6327636e+14	7.2698922e-06
1.1202996e+06	2.0000000e+02	2.6065671e+14	7.1975555e-06
1.1304841e+06	2.0000000e+02	2.5806314e+14	7.1259387e-06
1.1406687e+06	2.0000000e+02	2.5549537e+14	7.0550344e-06
1.1508532e+06	2.0000000e+02	2.5295314e+14	6.9848356e-06
1.1610378e+06	2.0000000e+02	2.5043622e+14	6.9153354e-06
1.1712223e+06	2.0000000e+02	2.4794434e+14	6.8465266e-06
1.1814068e+06	2.0000000e+02	2.4547725e+14	6.7784025e-06
1.1915914e+06	2.0000000e+02	2.4303471e+14	6.7109563e-06
1.2017759e+06	2.0000000e+02	2.4061647e+14	6.6441812e-06
1.2119605e+06	2.0000000e+02	2.3822230e+14	6.5780705e-06
1.2221450e+06	2.0000000e+02	2.3585195e+14	6.5126176e-06
1.2323295e+06	2.0000000e+02	2.3350518e+14	6.4478159e-06
1.2425141e+06	2.0000000e+02	2.3118177e+14	6.3836591e-06
1.2526986e+06	2.0000000e+02	2.2888147e+14	6.3201406e-06
1.2628832e+06	2.0000000e+02	2.2660406e+14	6.2572542e-06
1.2730677e+06	2.0000000e+02	2.2434931e+14	6.1949935e-06
1.2832523e+06	2.0000000e+02	2.2211700e+14	6.1333523e-06
1.2934368e+06	2.0000000e+02	2.1990690e+14	6.0723244e-06
1.3036213e+06	2.0000000e+02	2.1771879e+14	6.0119037e-06
1.3138059e+06	2.0000000e+02	2.1555245e+14	5.9520843e-06
1.3239904e+06	2.0000000e+02	2.1340767e+14	5.8928601e-06
1.3341750e+06	2.0000000e+02	2.1128423e+14	5.8342251e-06
1.3443595e+06	2.0000000e+02	2.0918191e+14	5.7761736e-06
1.3545440e+06	2.0000000e+02	2.0710052e+14	5.7186997e-06
1.3647286e+06	2.0000000e+02	2.0503983e+14	5.6617977e-06
1.3749131e+06	2.0000000e+02	2.0299965e+14	5.6054619e-06
1.3850977e+06	2.0000000e+02	2.0097977e+14	5.5496866e-06
1.3952822e+06	2.0000000e+02	1.9897999e+14	5.4944663e-06
1.4054668e+06	2.0000000e+02	1.9700011e+14	5.4397955e-06
1.4156513e+06	2.0000000e+02	1.9503992e+14	5.3856686e-06
1.4258358e+06	2.0000000e+02	1.9309924e+14	5.3320803e-06
