# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.0000000e+02	7.2487997e+16	2.0016227e-03
1.0184542e+04	2.0000000e+02	7.1766729e+16	1.9817062e-03
2.0369083e+04	2.0000000e+02	7.1052638e+16	1.9619879e-03
3.0553625e+04	2.0000000e+02	7.0345653e+16	1.9424658e-03
4.0738167e+04	2.0000000e+02	6.9645702e+16	1.9231379e-03
5.0922708e+04	2.0000000e+02	6.8952715e+16	1.9040024e-03
6.1107250e+04	2.0000000e+02	6.8266624e+16	1.8850572e-03
7.1291792e+04	2.0000000e+02	6.7587360e+16	1.8663006e-03
8.1476333e+04	2.0000000e+02	6.6914855e+16	1.8477306e-03
9.1660875e+04	2.0000000e+02	6.6249041e+16	1.8293454e-03
1.0184542e+05	2.0000000e+02	6.5589852e+16	1.8111431e-03
1.1202996e+05	2.0000000e+02	6.4937222e+16	1.7931219e-03
1.2221450e+05	2.0000000e+02	6.4291086e+16	1.7752800e-03
1.3239904e+05	2.0000000e+02	6.3651379e+16	1.7576157e-03
1.4258358e+05	2.0000000e+02	6.3018037e+16	1.7401271e-03
1.5276813e+05	2.0000000e+02	6.2390997e+16	1.7228126e-03
1.6295267e+05	2.0000000e+02	6.1770196e+16	1.7056703e-03
1.7313721e+05	2.0000000e+02	6.1155572e+16	1.6886986e-03
1.8332175e+05	2.0000000e+02	6.0547064e+16	1.6718958e-03
1.9350629e+05	2.0000000e+02	5.9944611e+16	1.6552601e-03
2.0369083e+05	2.0000000e+02	5.9348152e+16	1.6387900e-03
2.1387538e+05	2.0000000e+02	5.8757628e+16	1.6224838e-03
2.2405992e+05	2.0000000e+02	5.8172980e+16	1.6063398e-03
2.3424446e+05	2.0000000e+02	5.7594149e+16	1.5903565e-03
2.4442900e+05	2.0000000e+02	5.7021078e+16	1.5745321e-03
2.5461354e+05	2.0000000e+02	5.6453709e+16	1.5588653e-03
2.6479808e+05	2.0000000e+02	5.5891985e+16	1.5433543e-03
2.7498263e+05	2.0000000e+02	5.5335850e+16	1.5279977e-03
2.8516717e+05	2.0000000e+02	5.4785249e+16	1.5127939e-03
2.9535171e+05	2.0000000e+02	5.4240127e+16	1.4977413e-03
3.0553625e+05	2.0000000e+02	5.3700429e+16	1.4828385e-03
3.1572079e+05	2.0000000e+02	5.3166101e+16	1.4680840e-03
3.2590533e+05	2.0000000e+02	5.2637089e+16	1.4534764e-03
3.3608988e+05	2.0000000e+02	5.2113341e+16	1.4390140e-03
3.4627442e+05	2.0000000e+02	5.1594805e+16	1.4246956e-03
3.5645896e+05	2.0000000e+02	5.1081428e+16	1.4105196e-03
3.6664350e+05	2.0000000e+02	5.0573159e+16	1.3964847e-03
3.7682804e+05	2.0000000e+02	5.0069948e+16	1.3825895e-03
3.8701258e+05	2.0000000e+02	4.9571744e+16	1.3688325e-03
3.9719713e+05	2.0000000e+02	4.9078497e+16	1.3552124e-03
4.0738167e+05	2.0000000e+02	4.8590157e+16	1.3417278e-03
4.1756621e+05	2.0000000e+02	4.8106677e+16	1.3283774e-03
4.2775075e+05	2.0000000e+02	4.7628008e+16	1.3151598e-03
4.3793529e+05	2.0000000e+02	4.7154101e+16	1.3020737e-03
4.4811983e+05	2.0000000e+02	4.6684910e+16	1.2891179e-03
4.5830438e+05	2.0000000e+02	4.6220387e+16	1.2762910e-03
4.6848892e+05	2.0000000e+02	4.5760487e+16	1.2635916e-03
4.7867346e+05	2.0000000e+02	4.5305162e+16	1.2510187e-03
4.8885800e+05	2.0000000e+02	4.4854368e+16	1.2385709e-03
4.9904254e+05	2.0000000e+02	4.4408060e+16	1.2262469e-03
5.0922708e+05	2.0000000e+02	4.3966192e+16	1.2140455e-03
5.1941163e+05	2.0000000e+02	4.3528722e+16	1.2019656e-03
5.2959617e+05	2.0000000e+02	4.3095604e+16	1.1900058e-03
5.3978071e+05	2.0000000e+02	4.2666795e+16	1.1781650e-03
5.4996525e+05	2.0000000e+02	4.2242253e+16	1.1664421e-03
5.6014979e+05	2.0000000e+02	4.1821936e+16	1.1548358e-03
5.7033433e+05	2.0000000e+02	4.1405801e+16	1.1433450e-03
5.8051888e+05	2.0000000e+02	4.0993806e+16	1.1319685e-03
5.9070342e+05	2.0000000e+02	4.0585911e+16	1.1207053e-03
6.0088796e+05	2.0000000e+02	4.0182074e+16	1.1095540e-03
6.1107250e+05	2.0000000e+02	3.9782256e+16	1.0985138e-03
6.2125704e+05	2.0000000e+02	3.9386416e+16	1.0875834e-03
6.3144158e+05	2.0000000e+02	3.8994515e+16	1.0767618e-03
6.4162613e+05	2.0000000e+02	3.8606513e+16	1.0660478e-03
6.5181067e+05	2.0000000e+02	3.8222372e+16	1.0554405e-03
6.6199521e+05	2.0000000e+02	3.7842053e+16	1.0449387e-03
6.7217975e+05	2.0000000e+02	3.7465518e+16	1.0345413e-03
6.8236429e+05	2.0000000e+02	3.7092730e+16	1.0242475e-03
6.9254883e+05	2.0000000e+02	3.6723651e+16	1.0140560e-03
7.0273338e+05	2.0000000e+02	3.6358244e+16	1.0039660e-03
7.1291792e+05	2.0000000e+02	3.5996474e+16	9.9397639e-04
7.2310246e+05	2.0000000e+02	3.5638303e+16	9.8408616e-04
7.3328700e+05	2.0000000e+02	3.5283696e+16	9.7429434e-04
7.4347154e+05	2.0000000e+02	3.4932617e+16	9.6459995e-04
7.5365608e+05	2.0000000e+02	3.4585032e+16	9.5500202e-04
7.6384063e+05	2.0000000e+02	3.4240905e+16	9.4549959e-04
7.7402517e+05	2.0000000e+02	3.3900202e+16	9.3609171e-04
7.8420971e+05	2.0000000e+02	3.3562890e+16	9.2677745e-04
7.9439425e+05	2.0000000e+02	3.3228933e+16	9.1755586e-04
8.0457879e+05	2.0000000e+02	3.2898300e+16	9.0842602e-04
8.1476333e+05	2.0000000e+02	3.2570956e+16	8.9938703e-04
8.2494788e+05	2.0000000e+02	3.2246870e+16	8.9043798e-04
8.3513242e+05	2.0000000e+02	3.1926008e+16	8.8157798e-04
8.4531696e+05	2.0000000e+02	3.1608339e+16	8.7280613e-04
8.5550150e+05	2.0000000e+02	3.1293831e+16	8.6412156e-04
8.6568604e+05	2.0000000e+02	3.0982452e+16	8.5552341e-04
8.7587058e+05	2.0000000e+02	3.0674172e+16	8.4701081e-04
8.8605513e+05	2.0000000e+02	3.0368959e+16	8.3858291e-04
8.9623967e+05	2.0000000e+02	3.0066782e+16	8.3023887e-04
9.0642421e+05	2.0000000e+02	2.9767613e+16	8.2197786e-04
9.1660875e+05	2.0000000e+02	2.9471420e+16	8.1379904e-04
9.2679329e+05	2.0000000e+02	2.9178175e+16	8.0570160e-04
9.3697783e+05	2.0000000e+02	2.8887847e+16	7.9768474e-04
9.4716238e+05	2.0000000e+02	2.8600408e+16	7.8974764e-04
9.5734692e+05	2.0000000e+02	2.8315829e+16	7.8188952e-04
9.6753146e+05	2.0000000e+02	2.8034082e+16	7.7410959e-04
9.7771600e+05	2.0000000e+02	2.7755138e+16	7.6640707e-04
9.8790054e+05	2.0000000e+02	2.7478970e+16	7.5878120e-04
9.9808508e+05	2.0000000e+02	2.7205550e+16	7.5123120e-04
1.0082696e+06	2.0000000e+02	2.6934850e+16	7.4375632e-04
1.0184542e+06	2.0000000e+02	2.6666844e+16	7.3635582e-04
1.0286387e+06	2.0000000e+02	2.6401504e+16	7.2902896e-04
1.0388233e+06	2.0000000e+02	2.6138805e+16	7.2177500e-04
1.0490078e+06	2.0000000e+02	2.5878719e+16	7.1459322e-04
1.0591923e+06	2.0000000e+02	2.5621222e+16	7.0748290e-04
1.0693769e+06	2.0000000e+02	2.5366286e+16	7.0044333e-04
1.0795614e+06	2.0000000e+02	2.5113888e+16	6.9347380e-04
1.0897460e+06	2.0000000e+02	2.4864000e+16	6.8657362e-04
1.0999305e+06	2.0000000e+02	2.4616599e+16	6.7974210e-04
1.1101150e+06	2.0000000e+02	2.4371660e+16	6.7297855e-04
1.1202996e+06	2.0000000e+02	2.4129158e+16	6.6628230e-04
1.1304841e+06	2.0000000e+02	2.3889069e+16	6.5965268e-04
1.1406687e+06	2.0000000e+02	2.3651369e+16	6.5308903e-04
1.1508532e+06	2.0000000e+02	2.3416034e+16	6.4659068e-04
1.1610378e+06	2.0000000e+02	2.3183040e+16	6.4015700e-04
1.1712223e+06	2.0000000e+02	2.2952365e+16	6.3378733e-04
1.1814068e+06	2.0000000e+02	2.2723985e+16	6.2748104e-04
1.1915914e+06	2.0000000e+02	2.2497878e+16	6.2123750e-04
