# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	3.0000000e+02	1.3367340e+18	5.5367176e-02
1.5276813e+04	3.0000000e+02	1.3234333e+18	5.4816263e-02
3.0553625e+04	3.0000000e+02	1.3102649e+18	5.4270832e-02
4.5830438e+04	3.0000000e+02	1.2972276e+18	5.3730829e-02
6.1107250e+04	3.0000000e+02	1.2843199e+18	5.3196198e-02
7.6384063e+04	3.0000000e+02	1.2715407e+18	5.2666887e-02
9.1660875e+04	3.0000000e+02	1.2588887e+18	5.2142843e-02
1.0693769e+05	3.0000000e+02	1.2463625e+18	5.1624013e-02
1.2221450e+05	3.0000000e+02	1.2339610e+18	5.1110345e-02
1.3749131e+05	3.0000000e+02	1.2216829e+18	5.0601789e-02
1.5276813e+05	3.0000000e+02	1.2095270e+18	5.0098292e-02
1.6804494e+05	3.0000000e+02	1.1974920e+18	4.9599806e-02
1.8332175e+05	3.0000000e+02	1.1855767e+18	4.9106280e-02
1.9859856e+05	3.0000000e+02	1.1737800e+18	4.8617664e-02
2.1387538e+05	3.0000000e+02	1.1621007e+18	4.8133910e-02
2.2915219e+05	3.0000000e+02	1.1505376e+18	4.7654970e-02
2.4442900e+05	3.0000000e+02	1.1390896e+18	4.7180795e-02
2.5970581e+05	3.0000000e+02	1.1277555e+18	4.6711338e-02
2.7498263e+05	3.0000000e+02	1.1165341e+18	4.6246553e-02
2.9025944e+05	3.0000000e+02	1.1054244e+18	4.5786392e-02
3.0553625e+05	3.0000000e+02	1.0944253e+18	4.5330810e-02
3.2081306e+05	3.0000000e+02	1.0835355e+18	4.4879761e-02
3.3608988e+05	3.0000000e+02	1.0727542e+18	4.4433199e-02
3.5136669e+05	3.0000000e+02	1.0620801e+18	4.3991082e-02
3.6664350e+05	3.0000000e+02	1.0515122e+18	4.3553363e-02
3.8192031e+05	3.0000000e+02	1.0410495e+18	4.3120000e-02
3.9719713e+05	3.0000000e+02	1.0306909e+18	4.2690949e-02
4.1247394e+05	3.0000000e+02	1.0204353e+18	4.2266167e-02
4.2775075e+05	3.0000000e+02	1.0102818e+18	4.1845611e-02
4.4302756e+05	3.0000000e+02	1.0002294e+18	4.1429241e-02
4.5830438e+05	3.0000000e+02	9.9027692e+17	4.1017013e-02
4.7358119e+05	3.0000000e+02	9.8042350e+17	4.0608887e-02
4.8885800e+05	3.0000000e+02	9.7066813e+17	4.0204821e-02
5.0413481e+05	3.0000000e+02	9.6100982e+17	3.9804777e-02
5.1941163e+05	3.0000000e+02	9.5144761e+17	3.9408713e-02
5.3468844e+05	3.0000000e+02	9.4198055e+17	3.9016589e-02
5.4996525e+05	3.0000000e+02	9.3260769e+17	3.8628368e-02
5.6524206e+05	3.0000000e+02	9.2332808e+17	3.8244009e-02
5.8051888e+05	3.0000000e+02	9.1414082e+17	3.7863475e-02
5.9579569e+05	3.0000000e+02	9.0504496e+17	3.7486727e-02
6.1107250e+05	3.0000000e+02	8.9603961e+17	3.7113728e-02
6.2634931e+05	3.0000000e+02	8.8712387e+17	3.6744440e-02
6.4162613e+05	3.0000000e+02	8.7829684e+17	3.6378827e-02
6.5690294e+05	3.0000000e+02	8.6955764e+17	3.6016851e-02
6.7217975e+05	3.0000000e+02	8.6090540e+17	3.5658478e-02
6.8745656e+05	3.0000000e+02	8.5233925e+17	3.5303670e-02
7.0273338e+05	3.0000000e+02	8.4385833e+17	3.4952393e-02
7.1801019e+05	3.0000000e+02	8.3546180e+17	3.4604611e-02
7.3328700e+05	3.0000000e+02	8.2714882e+17	3.4260289e-02
7.4856381e+05	3.0000000e+02	8.1891855e+17	3.3919393e-02
7.6384063e+05	3.0000000e+02	8.1077017e+17	3.3581890e-02
7.7911744e+05	3.0000000e+02	8.0270287e+17	3.3247744e-02
7.9439425e+05	3.0000000e+02	7.9471585e+17	3.2916924e-02
8.0967106e+05	3.0000000e+02	7.8680829e+17	3.2589395e-02
8.2494788e+05	3.0000000e+02	7.7897942e+17	3.2265125e-02
8.4022469e+05	3.0000000e+02	7.7122844e+17	3.1944082e-02
8.5550150e+05	3.0000000e+02	7.6355459e+17	3.1626233e-02
8.7077831e+05	3.0000000e+02	7.5595710e+17	3.1311546e-02
8.8605513e+05	3.0000000e+02	7.4843520e+17	3.0999991e-02
9.0133194e+05	3.0000000e+02	7.4098814e+17	3.0691536e-02
9.1660875e+05	3.0000000e+02	7.3361519e+17	3.0386150e-02
9.3188556e+05	3.0000000e+02	7.2631560e+17	3.0083803e-02
9.4716238e+05	3.0000000e+02	7.1908863e+17	2.9784464e-02
9.6243919e+05	3.0000000e+02	7.1193358e+17	2.9488104e-02
9.7771600e+05	3.0000000e+02	7.0484973e+17	2.9194692e-02
9.9299281e+05	3.0000000e+02	6.9783635e+17	2.8904200e-02
1.0082696e+06	3.0000000e+02	6.9089277e+17	2.8616599e-02
1.0235464e+06	3.0000000e+02	6.8401827e+17	2.8331859e-02
1.0388233e+06	3.0000000e+02	6.7721217e+17	2.8049952e-02
1.0541001e+06	3.0000000e+02	6.7047380e+17	2.7770850e-02
1.0693769e+06	3.0000000e+02	6.6380247e+17	2.7494526e-02
1.0846537e+06	3.0000000e+02	6.5719753e+17	2.7220951e-02
1.0999305e+06	3.0000000e+02	6.5065830e+17	2.6950098e-02
1.1152073e+06	3.0000000e+02	6.4418415e+17	2.6681940e-02
1.1304841e+06	3.0000000e+02	6.3777441e+17	2.6416450e-02
1.1457609e+06	3.0000000e+02	6.3142844e+17	2.6153602e-02
1.1610378e+06	3.0000000e+02	6.2514563e+17	2.5893369e-02
1.1763146e+06	3.0000000e+02	6.1892532e+17	2.5635726e-02
1.1915914e+06	3.0000000e+02	6.1276691e+17	2.5380646e-02
1.2068682e+06	3.0000000e+02	6.0666978e+17	2.5128105e-02
1.2221450e+06	3.0000000e+02	6.0063332e+17	2.4878076e-02
1.2374218e+06	3.0000000e+02	5.9465691e+17	2.4630535e-02
1.2526986e+06	3.0000000e+02	5.8873998e+17	2.4385457e-02
1.2679754e+06	3.0000000e+02	5.8288192e+17	2.4142818e-02
1.2832523e+06	3.0000000e+02	5.7708215e+17	2.3902592e-02
1.2985291e+06	3.0000000e+02	5.7134008e+17	2.3664758e-02
1.3138059e+06	3.0000000e+02	5.6565515e+17	2.3429289e-02
1.3290827e+06	3.0000000e+02	5.6002679e+17	2.3196164e-02
1.3443595e+06	3.0000000e+02	5.5445443e+17	2.2965358e-02
1.3596363e+06	3.0000000e+02	5.4893752e+17	2.2736849e-02
1.3749131e+06	3.0000000e+02	5.4347550e+17	2.2510614e-02
1.3901899e+06	3.0000000e+02	5.3806783e+17	2.2286630e-02
1.4054668e+06	3.0000000e+02	5.3271396e+17	2.2064874e-02
1.4207436e+06	3.0000000e+02	5.2741337e+17	2.1845325e-02
1.4360204e+06	3.0000000e+02	5.2216552e+17	2.1627960e-02
1.4512972e+06	3.0000000e+02	5.1696989e+17	2.1412758e-02
1.4665740e+06	3.0000000e+02	5.1182595e+17	2.1199698e-02
1.4818508e+06	3.0000000e+02	5.0673320e+17	2.0988757e-02
1.4971276e+06	3.0000000e+02	5.0169112e+17	2.0779916e-02
1.5124044e+06	3.0000000e+02	4.9669921e+17	2.0573152e-02
1.5276813e+06	3.0000000e+02	4.9175697e+17	2.0368446e-02
1.5429581e+06	3.0000000e+02	4.8686390e+17	2.0165776e-02
1.5582349e+06	3.0000000e+02	4.8201953e+17	1.9965123e-02
1.5735117e+06	3.0000000e+02	4.7722335e+17	1.9766467e-02
1.5887885e+06	3.0000000e+02	4.7247490e+17	1.9569788e-02
1.6040653e+06	3.0000000e+02	4.6777370e+17	1.9375065e-02
1.6193421e+06	3.0000000e+02	4.6311927e+17	1.9182280e-02
1.6346189e+06	3.0000000e+02	4.5851116e+17	1.8991413e-02
1.6498958e+06	3.0000000e+02	4.5394889e+17	1.8802445e-02
