# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.5000000e+02	5.8222099e+18	2.0096202e-01
1.2715405e+04	2.4940056e+02	5.7770822e+18	1.9892625e-01
2.5400322e+04	2.4880256e+02	5.7323513e+18	1.9691271e-01
3.8054824e+04	2.4820599e+02	5.6880114e+18	1.9492109e-01
5.0678983e+04	2.4761085e+02	5.6440569e+18	1.9295106e-01
6.3272872e+04	2.4701714e+02	5.6004824e+18	1.9100232e-01
7.5836564e+04	2.4642485e+02	5.5572827e+18	1.8907456e-01
8.8370131e+04	2.4583398e+02	5.5144525e+18	1.8716749e-01
1.0087365e+05	2.4524453e+02	5.4719871e+18	1.8528084e-01
1.1334718e+05	2.4465649e+02	5.4298814e+18	1.8341430e-01
1.2579081e+05	2.4406986e+02	5.3881310e+18	1.8156763e-01
1.3820459e+05	2.4348464e+02	5.3467312e+18	1.7974054e-01
1.5058862e+05	2.4290082e+02	5.3056776e+18	1.7793278e-01
1.6294295e+05	2.4231840e+02	5.2649659e+18	1.7614409e-01
1.7526765e+05	2.4173738e+02	5.2245919e+18	1.7437423e-01
1.8756281e+05	2.4115775e+02	5.1845516e+18	1.7262295e-01
1.9982848e+05	2.4057951e+02	5.1448408e+18	1.7089002e-01
2.1206475e+05	2.4000266e+02	5.1054559e+18	1.6917520e-01
2.2427167e+05	2.3942719e+02	5.0663930e+18	1.6747827e-01
2.3644933e+05	2.3885310e+02	5.0276483e+18	1.6579899e-01
2.4859778e+05	2.3828039e+02	4.9892184e+18	1.6413717e-01
2.6071711e+05	2.3770905e+02	4.9510997e+18	1.6249257e-01
2.7280738e+05	2.3713908e+02	4.9132888e+18	1.6086499e-01
2.8486866e+05	2.3657048e+02	4.8757824e+18	1.5925423e-01
2.9690101e+05	2.3600324e+02	4.8385771e+18	1.5766008e-01
3.0890452e+05	2.3543736e+02	4.8016698e+18	1.5608234e-01
3.2087925e+05	2.3487283e+02	4.7650574e+18	1.5452083e-01
3.3282526e+05	2.3430966e+02	4.7287368e+18	1.5297535e-01
3.4474263e+05	2.3374784e+02	4.6927049e+18	1.5144571e-01
3.5663142e+05	2.3318737e+02	4.6569590e+18	1.4993173e-01
3.6849171e+05	2.3262825e+02	4.6214960e+18	1.4843323e-01
3.8032356e+05	2.3207046e+02	4.5863133e+18	1.4695003e-01
3.9212704e+05	2.3151401e+02	4.5514080e+18	1.4548196e-01
4.0390222e+05	2.3095889e+02	4.5167774e+18	1.4402885e-01
4.1564916e+05	2.3040511e+02	4.4824189e+18	1.4259052e-01
4.2736794e+05	2.2985265e+02	4.4483299e+18	1.4116682e-01
4.3905862e+05	2.2930152e+02	4.4145079e+18	1.3975757e-01
4.5072127e+05	2.2875171e+02	4.3809502e+18	1.3836262e-01
4.6235595e+05	2.2820322e+02	4.3476546e+18	1.3698181e-01
4.7396273e+05	2.2765604e+02	4.3146184e+18	1.3561499e-01
4.8554169e+05	2.2711017e+02	4.2818395e+18	1.3426199e-01
4.9709288e+05	2.2656562e+02	4.2493153e+18	1.3292268e-01
5.0861638e+05	2.2602237e+02	4.2170437e+18	1.3159689e-01
5.2011224e+05	2.2548042e+02	4.1850223e+18	1.3028449e-01
5.3158054e+05	2.2493977e+02	4.1532490e+18	1.2898533e-01
5.4302134e+05	2.2440042e+02	4.1217215e+18	1.2769927e-01
5.5443471e+05	2.2386236e+02	4.0904377e+18	1.2642617e-01
5.6582071e+05	2.2332559e+02	4.0593955e+18	1.2516588e-01
5.7717942e+05	2.2279011e+02	4.0285927e+18	1.2391828e-01
5.8851088e+05	2.2225591e+02	3.9980273e+18	1.2268323e-01
5.9981518e+05	2.2172299e+02	3.9676973e+18	1.2146059e-01
6.1109237e+05	2.2119136e+02	3.9376006e+18	1.2025023e-01
6.2234252e+05	2.2066099e+02	3.9077353e+18	1.1905203e-01
6.3356570e+05	2.2013190e+02	3.8780994e+18	1.1786586e-01
6.4476196e+05	2.1960407e+02	3.8486910e+18	1.1669159e-01
6.5593138e+05	2.1907752e+02	3.8195082e+18	1.1552909e-01
