# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	3.0000000e+02	4.9140028e+19	2.0353672e+00
1.5259762e+04	2.9933070e+02	4.8735275e+19	2.0140989e+00
3.0485479e+04	2.9866289e+02	4.8334463e+19	1.9930779e+00
4.5677227e+04	2.9799656e+02	4.7937537e+19	1.9723005e+00
6.0835082e+04	2.9733173e+02	4.7544443e+19	1.9517633e+00
7.5959120e+04	2.9666838e+02	4.7155130e+19	1.9314627e+00
9.1049415e+04	2.9600651e+02	4.6769546e+19	1.9113954e+00
1.0610604e+05	2.9534611e+02	4.6387641e+19	1.8915580e+00
1.2112908e+05	2.9468719e+02	4.6009364e+19	1.8719473e+00
1.3611860e+05	2.9402974e+02	4.5634669e+19	1.8525600e+00
1.5107468e+05	2.9337376e+02	4.5263506e+19	1.8333930e+00
1.6599739e+05	2.9271924e+02	4.4895830e+19	1.8144432e+00
1.8088681e+05	2.9206618e+02	4.4531594e+19	1.7957076e+00
1.9574301e+05	2.9141457e+02	4.4170754e+19	1.7771832e+00
2.1056607e+05	2.9076443e+02	4.3813265e+19	1.7588670e+00
2.2535606e+05	2.9011573e+02	4.3459085e+19	1.7407562e+00
2.4011305e+05	2.8946847e+02	4.3108170e+19	1.7228480e+00
2.5483711e+05	2.8882267e+02	4.2760479e+19	1.7051396e+00
2.6952833e+05	2.8817830e+02	4.2415971e+19	1.6876283e+00
2.8418677e+05	2.8753537e+02	4.2074606e+19	1.6703114e+00
2.9881251e+05	2.8689387e+02	4.1736345e+19	1.6531863e+00
3.1340561e+05	2.8625381e+02	4.1401148e+19	1.6362504e+00
3.2796616e+05	2.8561518e+02	4.1068979e+19	1.6195013e+00
3.4249423e+05	2.8497796e+02	4.0739798e+19	1.6029363e+00
3.5698988e+05	2.8434217e+02	4.0413571e+19	1.5865531e+00
3.7145319e+05	2.8370780e+02	4.0090261e+19	1.5703493e+00
3.8588424e+05	2.8307485e+02	3.9769832e+19	1.5543226e+00
4.0028309e+05	2.8244330e+02	3.9452251e+19	1.5384705e+00
4.1464981e+05	2.8181317e+02	3.9137483e+19	1.5227909e+00
4.2898449e+05	2.8118444e+02	3.8825494e+19	1.5072816e+00
4.4328718e+05	2.8055711e+02	3.8516252e+19	1.4919402e+00
4.5755796e+05	2.7993119e+02	3.8209724e+19	1.4767647e+00
4.7179690e+05	2.7930666e+02	3.7905879e+19	1.4617530e+00
4.8600408e+05	2.7868352e+02	3.7604687e+19	1.4469029e+00
5.0017956e+05	2.7806178e+02	3.7306115e+19	1.4322124e+00
5.1432342e+05	2.7744142e+02	3.7010135e+19	1.4176795e+00
5.2843572e+05	2.7682244e+02	3.6716716e+19	1.4033023e+00
5.4251653e+05	2.7620485e+02	3.6425830e+19	1.3890787e+00
5.5656593e+05	2.7558863e+02	3.6137448e+19	1.3750069e+00
5.7058399e+05	2.7497379e+02	3.5851542e+19	1.3610850e+00
5.8457077e+05	2.7436032e+02	3.5568085e+19	1.3473111e+00
5.9852635e+05	2.7374822e+02	3.5287050e+19	1.3336835e+00
6.1245079e+05	2.7313748e+02	3.5008410e+19	1.3202002e+00
6.2634416e+05	2.7252811e+02	3.4732138e+19	1.3068596e+00
6.4020654e+05	2.7192009e+02	3.4458210e+19	1.2936599e+00
6.5403800e+05	2.7131344e+02	3.4186600e+19	1.2805995e+00
6.6783859e+05	2.7070813e+02	3.3917283e+19	1.2676766e+00
6.8160840e+05	2.7010418e+02	3.3650234e+19	1.2548896e+00
6.9534748e+05	2.6950157e+02	3.3385430e+19	1.2422368e+00
7.0905591e+05	2.6890031e+02	3.3122847e+19	1.2297167e+00
7.2273376e+05	2.6830039e+02	3.2862461e+19	1.2173277e+00
7.3638110e+05	2.6770181e+02	3.2604250e+19	1.2050682e+00
7.4999798e+05	2.6710456e+02	3.2348192e+19	1.1929368e+00
7.6358449e+05	2.6650865e+02	3.2094263e+19	1.1809318e+00
7.7714068e+05	2.6591407e+02	3.1842442e+19	1.1690519e+00
7.9066663e+05	2.6532081e+02	3.1592708e+19	1.1572956e+00
8.0416241e+05	2.6472888e+02	3.1345040e+19	1.1456613e+00
8.1762807e+05	2.6413826e+02	3.1099416e+19	1.1341478e+00
8.3106370e+05	2.6354897e+02	3.0855816e+19	1.1227536e+00
8.4446934e+05	2.6296099e+02	3.0614221e+19	1.1114774e+00
8.5784508e+05	2.6237432e+02	3.0374609e+19	1.1003178e+00
8.7119098e+05	2.6178896e+02	3.0136962e+19	1.0892734e+00
8.8450711e+05	2.6120490e+02	2.9901260e+19	1.0783430e+00
8.9779352e+05	2.6062215e+02	2.9667485e+19	1.0675253e+00
9.1105029e+05	2.6004070e+02	2.9435616e+19	1.0568189e+00
9.2427749e+05	2.5946054e+02	2.9205637e+19	1.0462227e+00
9.3747518e+05	2.5888168e+02	2.8977529e+19	1.0357353e+00
9.5064342e+05	2.5830412e+02	2.8751274e+19	1.0253557e+00
9.6378228e+05	2.5772784e+02	2.8526854e+19	1.0150824e+00
9.7689184e+05	2.5715284e+02	2.8304251e+19	1.0049145e+00
9.8997214e+05	2.5657913e+02	2.8083450e+19	9.9485068e-01
1.0030233e+06	2.5600670e+02	2.7864432e+19	9.8488980e-01
1.0160453e+06	2.5543555e+02	2.7647181e+19	9.7503074e-01
1.0290382e+06	2.5486567e+02	2.7431681e+19	9.6527236e-01
1.0420022e+06	2.5429706e+02	2.7217915e+19	9.5561357e-01
1.0549372e+06	2.5372972e+02	2.7005868e+19	9.4605326e-01
1.0678434e+06	2.5316364e+02	2.6795523e+19	9.3659037e-01
1.0807208e+06	2.5259883e+02	2.6586865e+19	9.2722382e-01
1.0935695e+06	2.5203528e+02	2.6379879e+19	9.1795258e-01
1.1063894e+06	2.5147299e+02	2.6174549e+19	9.0877559e-01
1.1191808e+06	2.5091195e+02	2.5970860e+19	8.9969185e-01
1.1319437e+06	2.5035216e+02	2.5768798e+19	8.9070034e-01
1.1446781e+06	2.4979362e+02	2.5568348e+19	8.8180006e-01
1.1573840e+06	2.4923633e+02	2.5369496e+19	8.7299004e-01
1.1700617e+06	2.4868028e+02	2.5172227e+19	8.6426931e-01
1.1827110e+06	2.4812547e+02	2.4976527e+19	8.5563690e-01
1.1953321e+06	2.4757190e+02	2.4782383e+19	8.4709188e-01
1.2079251e+06	2.4701956e+02	2.4589780e+19	8.3863331e-01
1.2204900e+06	2.4646846e+02	2.4398706e+19	8.3026027e-01
1.2330268e+06	2.4591858e+02	2.4209146e+19	8.2197184e-01
1.2455357e+06	2.4536994e+02	2.4021089e+19	8.1376714e-01
1.2580166e+06	2.4482251e+02	2.3834519e+19	8.0564527e-01
1.2704697e+06	2.4427631e+02	2.3649426e+19	7.9760536e-01
1.2828950e+06	2.4373133e+02	2.3465795e+19	7.8964654e-01
1.2952927e+06	2.4318756e+02	2.3283615e+19	7.8176797e-01
1.3076626e+06	2.4264501e+02	2.3102872e+19	7.7396878e-01
1.3200049e+06	2.4210366e+02	2.2923555e+19	7.6624816e-01
1.3323198e+06	2.4156353e+02	2.2745652e+19	7.5860527e-01
1.3446071e+06	2.4102459e+02	2.2569149e+19	7.5103930e-01
1.3568670e+06	2.4048686e+02	2.2394037e+19	7.4354946e-01
1.3690996e+06	2.3995034e+02	2.2220302e+19	7.3613494e-01
1.3813049e+06	2.3941500e+02	2.2047933e+19	7.2879495e-01
1.3934829e+06	2.3888087e+02	2.1876919e+19	7.2152873e-01
1.4056338e+06	2.3834792e+02	2.1707248e+19	7.1433551e-01
1.4177576e+06	2.3781616e+02	2.1538908e+19	7.0721452e-01
1.4298543e+06	2.3728559e+02	2.1371890e+19	7.0016503e-01
1.4419241e+06	2.3675620e+02	2.1206182e+19	6.9318628e-01
1.4539669e+06	2.3622800e+02	2.1041772e+19	6.8627756e-01
1.4659828e+06	2.3570097e+02	2.0878651e+19	6.7943813e-01
1.4779720e+06	2.3517512e+02	2.0716807e+19	6.7266727e-01
1.4899343e+06	2.3465044e+02	2.0556230e+19	6.6596430e-01
1.5018700e+06	2.3412693e+02	2.0396909e+19	6.5932850e-01
1.5137791e+06	2.3360459e+02	2.0238835e+19	6.5275918e-01
1.5256616e+06	2.3308342e+02	2.0081996e+19	6.4625567e-01
1.5375176e+06	2.3256340e+02	1.9926383e+19	6.3981728e-01
1.5493471e+06	2.3204455e+02	1.9771986e+19	6.3344335e-01
1.5611503e+06	2.3152686e+02	1.9618795e+19	6.2713323e-01
1.5729271e+06	2.3101032e+02	1.9466799e+19	6.2088625e-01
1.5846776e+06	2.3049493e+02	1.9315990e+19	6.1470177e-01
1.5964020e+06	2.2998070e+02	1.9166357e+19	6.0857916e-01
1.6081001e+06	2.2946761e+02	1.9017892e+19	6.0251778e-01
1.6197722e+06	2.2895566e+02	1.8870584e+19	5.9651701e-01
