# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.1000000e+02	6.9004394e+17	2.0007008e-02
1.0693769e+04	2.1000000e+02	6.8317789e+17	1.9807935e-02
2.1387538e+04	2.1000000e+02	6.7638016e+17	1.9610843e-02
3.2081306e+04	2.1000000e+02	6.6965006e+17	1.9415712e-02
4.2775075e+04	2.1000000e+02	6.6298693e+17	1.9222522e-02
5.3468844e+04	2.1000000e+02	6.5639010e+17	1.9031255e-02
6.4162613e+04	2.1000000e+02	6.4985891e+17	1.8841891e-02
7.4856381e+04	2.1000000e+02	6.4339271e+17	1.8654411e-02
8.5550150e+04	2.1000000e+02	6.3699084e+17	1.8468797e-02
9.6243919e+04	2.1000000e+02	6.3065268e+17	1.8285029e-02
1.0693769e+05	2.1000000e+02	6.2437758e+17	1.8103090e-02
1.1763146e+05	2.1000000e+02	6.1816492e+17	1.7922961e-02
1.2832523e+05	2.1000000e+02	6.1201407e+17	1.7744625e-02
1.3901899e+05	2.1000000e+02	6.0592443e+17	1.7568063e-02
1.4971276e+05	2.1000000e+02	5.9989538e+17	1.7393258e-02
1.6040653e+05	2.1000000e+02	5.9392633e+17	1.7220192e-02
1.7110030e+05	2.1000000e+02	5.8801666e+17	1.7048848e-02
1.8179407e+05	2.1000000e+02	5.8216580e+17	1.6879209e-02
1.9248784e+05	2.1000000e+02	5.7637315e+17	1.6711258e-02
2.0318161e+05	2.1000000e+02	5.7063814e+17	1.6544978e-02
2.1387538e+05	2.1000000e+02	5.6496020e+17	1.6380353e-02
2.2456914e+05	2.1000000e+02	5.5933875e+17	1.6217366e-02
2.3526291e+05	2.1000000e+02	5.5377324e+17	1.6056000e-02
2.4595668e+05	2.1000000e+02	5.4826310e+17	1.5896241e-02
2.5665045e+05	2.1000000e+02	5.4280779e+17	1.5738070e-02
2.6734422e+05	2.1000000e+02	5.3740676e+17	1.5581474e-02
2.7803799e+05	2.1000000e+02	5.3205948e+17	1.5426436e-02
2.8873176e+05	2.1000000e+02	5.2676540e+17	1.5272940e-02
2.9942553e+05	2.1000000e+02	5.2152399e+17	1.5120972e-02
3.1011929e+05	2.1000000e+02	5.1633474e+17	1.4970516e-02
3.2081306e+05	2.1000000e+02	5.1119713e+17	1.4821556e-02
3.3150683e+05	2.1000000e+02	5.0611063e+17	1.4674079e-02
3.4220060e+05	2.1000000e+02	5.0107474e+17	1.4528070e-02
3.5289437e+05	2.1000000e+02	4.9608897e+17	1.4383513e-02
3.6358814e+05	2.1000000e+02	4.9115280e+17	1.4240395e-02
