# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.5000000e+02	6.0152318e+17	2.0762445e-02
1.2730677e+04	2.5000000e+02	5.9553793e+17	2.0555855e-02
2.5461354e+04	2.5000000e+02	5.8961223e+17	2.0351321e-02
3.8192031e+04	2.5000000e+02	5.8374549e+17	2.0148822e-02
5.0922708e+04	2.5000000e+02	5.7793712e+17	1.9948338e-02
6.3653385e+04	2.5000000e+02	5.7218655e+17	1.9749849e-02
7.6384063e+04	2.5000000e+02	5.6649320e+17	1.9553334e-02
8.9114740e+04	2.5000000e+02	5.6085650e+17	1.9358775e-02
1.0184542e+05	2.5000000e+02	5.5527588e+17	1.9166152e-02
1.1457609e+05	2.5000000e+02	5.4975080e+17	1.8975446e-02
1.2730677e+05	2.5000000e+02	5.4428069e+17	1.8786637e-02
1.4003745e+05	2.5000000e+02	5.3886500e+17	1.8599707e-02
1.5276813e+05	2.5000000e+02	5.3350321e+17	1.8414637e-02
1.6549880e+05	2.5000000e+02	5.2819476e+17	1.8231408e-02
1.7822948e+05	2.5000000e+02	5.2293913e+17	1.8050002e-02
1.9096016e+05	2.5000000e+02	5.1773580e+17	1.7870402e-02
2.0369083e+05	2.5000000e+02	5.1258425e+17	1.7692588e-02
2.1642151e+05	2.5000000e+02	5.0748395e+17	1.7516544e-02
2.2915219e+05	2.5000000e+02	5.0243440e+17	1.7342252e-02
2.4188286e+05	2.5000000e+02	4.9743509e+17	1.7169693e-02
2.5461354e+05	2.5000000e+02	4.9248553e+17	1.6998852e-02
2.6734422e+05	2.5000000e+02	4.8758522e+17	1.6829711e-02
2.8007490e+05	2.5000000e+02	4.8273366e+17	1.6662252e-02
2.9280557e+05	2.5000000e+02	4.7793038e+17	1.6496460e-02
3.0553625e+05	2.5000000e+02	4.7317490e+17	1.6332318e-02
3.1826693e+05	2.5000000e+02	4.6846673e+17	1.6169808e-02
3.3099760e+05	2.5000000e+02	4.6380541e+17	1.6008916e-02
3.4372828e+05	2.5000000e+02	4.5919046e+17	1.5849625e-02
3.5645896e+05	2.5000000e+02	4.5462144e+17	1.5691918e-02
3.6918964e+05	2.5000000e+02	4.5009788e+17	1.5535781e-02
3.8192031e+05	2.5000000e+02	4.4561934e+17	1.5381198e-02
3.9465099e+05	2.5000000e+02	4.4118535e+17	1.5228152e-02
4.0738167e+05	2.5000000e+02	4.3679548e+17	1.5076629e-02
4.2011234e+05	2.5000000e+02	4.3244929e+17	1.4926614e-02
4.3284302e+05	2.5000000e+02	4.2814635e+17	1.4778092e-02
4.4557370e+05	2.5000000e+02	4.2388622e+17	1.4631048e-02
4.5830438e+05	2.5000000e+02	4.1966849e+17	1.4485466e-02
4.7103505e+05	2.5000000e+02	4.1549271e+17	1.4341333e-02
4.8376573e+05	2.5000000e+02	4.1135849e+17	1.4198635e-02
4.9649641e+05	2.5000000e+02	4.0726541e+17	1.4057356e-02
5.0922708e+05	2.5000000e+02	4.0321305e+17	1.3917483e-02
5.2195776e+05	2.5000000e+02	3.9920101e+17	1.3779002e-02
5.3468844e+05	2.5000000e+02	3.9522890e+17	1.3641898e-02
5.4741911e+05	2.5000000e+02	3.9129630e+17	1.3506159e-02
5.6014979e+05	2.5000000e+02	3.8740284e+17	1.3371771e-02
5.7288047e+05	2.5000000e+02	3.8354812e+17	1.3238719e-02
5.8561115e+05	2.5000000e+02	3.7973175e+17	1.3106992e-02
5.9834182e+05	2.5000000e+02	3.7595335e+17	1.2976575e-02
6.1107250e+05	2.5000000e+02	3.7221256e+17	1.2847456e-02
6.2380318e+05	2.5000000e+02	3.6850898e+17	1.2719622e-02
6.3653385e+05	2.5000000e+02	3.6484225e+17	1.2593059e-02
6.4926453e+05	2.5000000e+02	3.6121201e+17	1.2467756e-02
