# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.5000000e+02	6.0146075e+17	2.0760290e-02
1.2730677e+04	2.5000000e+02	5.9547612e+17	2.0553722e-02
2.5461354e+04	2.5000000e+02	5.8955103e+17	2.0349209e-02
3.8192031e+04	2.5000000e+02	5.8368490e+17	2.0146731e-02
5.0922708e+04	2.5000000e+02	5.7787714e+17	1.9946267e-02
6.3653385e+04	2.5000000e+02	5.7212716e+17	1.9747799e-02
7.6384063e+04	2.5000000e+02	5.6643440e+17	1.9551305e-02
8.9114740e+04	2.5000000e+02	5.6079829e+17	1.9356766e-02
1.0184542e+05	2.5000000e+02	5.5521825e+17	1.9164163e-02
1.1457609e+05	2.5000000e+02	5.4969374e+17	1.8973476e-02
1.2730677e+05	2.5000000e+02	5.4422419e+17	1.8784687e-02
1.4003745e+05	2.5000000e+02	5.3880907e+17	1.8597776e-02
1.5276813e+05	2.5000000e+02	5.3344783e+17	1.8412725e-02
1.6549880e+05	2.5000000e+02	5.2813994e+17	1.8229516e-02
1.7822948e+05	2.5000000e+02	5.2288486e+17	1.8048129e-02
1.9096016e+05	2.5000000e+02	5.1768207e+17	1.7868547e-02
2.0369083e+05	2.5000000e+02	5.1253104e+17	1.7690752e-02
2.1642151e+05	2.5000000e+02	5.0743127e+17	1.7514726e-02
2.2915219e+05	2.5000000e+02	5.0238225e+17	1.7340452e-02
2.4188286e+05	2.5000000e+02	4.9738346e+17	1.7167911e-02
2.5461354e+05	2.5000000e+02	4.9243441e+17	1.6997088e-02
2.6734422e+05	2.5000000e+02	4.8753461e+17	1.6827964e-02
2.8007490e+05	2.5000000e+02	4.8268356e+17	1.6660523e-02
2.9280557e+05	2.5000000e+02	4.7788078e+17	1.6494748e-02
3.0553625e+05	2.5000000e+02	4.7312578e+17	1.6330622e-02
3.1826693e+05	2.5000000e+02	4.6841810e+17	1.6168130e-02
3.3099760e+05	2.5000000e+02	4.6375727e+17	1.6007255e-02
3.4372828e+05	2.5000000e+02	4.5914280e+17	1.5847980e-02
3.5645896e+05	2.5000000e+02	4.5457426e+17	1.5690290e-02
3.6918964e+05	2.5000000e+02	4.5005117e+17	1.5534169e-02
3.8192031e+05	2.5000000e+02	4.4557308e+17	1.5379601e-02
3.9465099e+05	2.5000000e+02	4.4113956e+17	1.5226571e-02
4.0738167e+05	2.5000000e+02	4.3675015e+17	1.5075065e-02
4.2011234e+05	2.5000000e+02	4.3240441e+17	1.4925065e-02
4.3284302e+05	2.5000000e+02	4.2810191e+17	1.4776558e-02
4.4557370e+05	2.5000000e+02	4.2384223e+17	1.4629529e-02
4.5830438e+05	2.5000000e+02	4.1962493e+17	1.4483963e-02
4.7103505e+05	2.5000000e+02	4.1544959e+17	1.4339845e-02
4.8376573e+05	2.5000000e+02	4.1131580e+17	1.4197161e-02
4.9649641e+05	2.5000000e+02	4.0722314e+17	1.4055897e-02
5.0922708e+05	2.5000000e+02	4.0317120e+17	1.3916039e-02
5.2195776e+05	2.5000000e+02	3.9915958e+17	1.3777572e-02
5.3468844e+05	2.5000000e+02	3.9518787e+17	1.3640483e-02
5.4741911e+05	2.5000000e+02	3.9125569e+17	1.3504757e-02
5.6014979e+05	2.5000000e+02	3.8736263e+17	1.3370383e-02
5.7288047e+05	2.5000000e+02	3.8350831e+17	1.3237345e-02
5.8561115e+05	2.5000000e+02	3.7969234e+17	1.3105632e-02
5.9834182e+05	2.5000000e+02	3.7591433e+17	1.2975228e-02
6.1107250e+05	2.5000000e+02	3.7217392e+17	1.2846123e-02
6.2380318e+05	2.5000000e+02	3.6847073e+17	1.2718302e-02
6.3653385e+05	2.5000000e+02	3.6480439e+17	1.2591752e-02
6.4926453e+05	2.5000000e+02	3.6117452e+17	1.2466462e-02
6.6199521e+05	2.5000000e+02	3.5758078e+17	1.2342419e-02
6.7472589e+05	2.5000000e+02	3.5402279e+17	1.2219610e-02
6.8745656e+05	2.5000000e+02	3.5050020e+17	1.2098023e-02
7.0018724e+05	2.5000000e+02	3.4701267e+17	1.1977645e-02
7.1291792e+05	2.5000000e+02	3.4355983e+17	1.1858466e-02
7.2564859e+05	2.5000000e+02	3.4014136e+17	1.1740472e-02
7.3837927e+05	2.5000000e+02	3.3675689e+17	1.1623652e-02
7.5110995e+05	2.5000000e+02	3.3340611e+17	1.1507995e-02
7.6384063e+05	2.5000000e+02	3.3008866e+17	1.1393489e-02
7.7657130e+05	2.5000000e+02	3.2680422e+17	1.1280122e-02
7.8930198e+05	2.5000000e+02	3.2355247e+17	1.1167883e-02
8.0203266e+05	2.5000000e+02	3.2033307e+17	1.1056760e-02
8.1476333e+05	2.5000000e+02	3.1714570e+17	1.0946744e-02
8.2749401e+05	2.5000000e+02	3.1399005e+17	1.0837822e-02
8.4022469e+05	2.5000000e+02	3.1086579e+17	1.0729984e-02
8.5295537e+05	2.5000000e+02	3.0777263e+17	1.0623218e-02
8.6568604e+05	2.5000000e+02	3.0471024e+17	1.0517516e-02
8.7841672e+05	2.5000000e+02	3.0167832e+17	1.0412865e-02
8.9114740e+05	2.5000000e+02	2.9867657e+17	1.0309255e-02
9.0387807e+05	2.5000000e+02	2.9570469e+17	1.0206676e-02
9.1660875e+05	2.5000000e+02	2.9276238e+17	1.0105118e-02
9.2933943e+05	2.5000000e+02	2.8984934e+17	1.0004570e-02
9.4207010e+05	2.5000000e+02	2.8696529e+17	9.9050232e-03
9.5480078e+05	2.5000000e+02	2.8410994e+17	9.8064666e-03
9.6753146e+05	2.5000000e+02	2.8128300e+17	9.7088906e-03
9.8026214e+05	2.5000000e+02	2.7848419e+17	9.6122856e-03
9.9299281e+05	2.5000000e+02	2.7571322e+17	9.5166417e-03
1.0057235e+06	2.5000000e+02	2.7296983e+17	9.4219496e-03
1.0184542e+06	2.5000000e+02	2.7025374e+17	9.3281996e-03
1.0311848e+06	2.5000000e+02	2.6756467e+17	9.2353825e-03
1.0439155e+06	2.5000000e+02	2.6490235e+17	9.1434889e-03
1.0566462e+06	2.5000000e+02	2.6226653e+17	9.0525096e-03
1.0693769e+06	2.5000000e+02	2.5965694e+17	8.9624356e-03
1.0821076e+06	2.5000000e+02	2.5707331e+17	8.8732579e-03
1.0948382e+06	2.5000000e+02	2.5451538e+17	8.7849675e-03
1.1075689e+06	2.5000000e+02	2.5198291e+17	8.6975556e-03
1.1202996e+06	2.5000000e+02	2.4947564e+17	8.6110135e-03
1.1330303e+06	2.5000000e+02	2.4699332e+17	8.5253325e-03
1.1457609e+06	2.5000000e+02	2.4453569e+17	8.4405040e-03
1.1584916e+06	2.5000000e+02	2.4210252e+17	8.3565196e-03
1.1712223e+06	2.5000000e+02	2.3969356e+17	8.2733709e-03
1.1839530e+06	2.5000000e+02	2.3730857e+17	8.1910494e-03
1.1966836e+06	2.5000000e+02	2.3494731e+17	8.1095471e-03
1.2094143e+06	2.5000000e+02	2.3260955e+17	8.0288558e-03
1.2221450e+06	2.5000000e+02	2.3029504e+17	7.9489673e-03
1.2348757e+06	2.5000000e+02	2.2800357e+17	7.8698738e-03
1.2476064e+06	2.5000000e+02	2.2573490e+17	7.7915672e-03
1.2603370e+06	2.5000000e+02	2.2348880e+17	7.7140399e-03
1.2730677e+06	2.5000000e+02	2.2126505e+17	7.6372839e-03
1.2857984e+06	2.5000000e+02	2.1906342e+17	7.5612916e-03
1.2985291e+06	2.5000000e+02	2.1688370e+17	7.4860555e-03
1.3112597e+06	2.5000000e+02	2.1472567e+17	7.4115680e-03
1.3239904e+06	2.5000000e+02	2.1258912e+17	7.3378217e-03
1.3367211e+06	2.5000000e+02	2.1047382e+17	7.2648091e-03
1.3494518e+06	2.5000000e+02	2.0837957e+17	7.1925231e-03
1.3621824e+06	2.5000000e+02	2.0630616e+17	7.1209563e-03
1.3749131e+06	2.5000000e+02	2.0425338e+17	7.0501016e-03
1.3876438e+06	2.5000000e+02	2.0222103e+17	6.9799519e-03
1.4003745e+06	2.5000000e+02	2.0020889e+17	6.9105002e-03
1.4131052e+06	2.5000000e+02	1.9821678e+17	6.8417396e-03
1.4258358e+06	2.5000000e+02	1.9624449e+17	6.7736631e-03
1.4385665e+06	2.5000000e+02	1.9429183e+17	6.7062641e-03
1.4512972e+06	2.5000000e+02	1.9235859e+17	6.6395356e-03
1.4640279e+06	2.5000000e+02	1.9044459e+17	6.5734711e-03
1.4767585e+06	2.5000000e+02	1.8854963e+17	6.5080640e-03
1.4894892e+06	2.5000000e+02	1.8667353e+17	6.4433077e-03
1.5022199e+06	2.5000000e+02	1.8481610e+17	6.3791957e-03
1.5149506e+06	2.5000000e+02	1.8297715e+17	6.3157217e-03
1.5276813e+06	2.5000000e+02	1.8115650e+17	6.2528792e-03
1.5404119e+06	2.5000000e+02	1.7935396e+17	6.1906620e-03
1.5531426e+06	2.5000000e+02	1.7756936e+17	6.1290639e-03
1.5658733e+06	2.5000000e+02	1.7580251e+17	6.0680787e-03
1.5786040e+06	2.5000000e+02	1.7405325e+17	6.0077003e-03
1.5913346e+06	2.5000000e+02	1.7232139e+17	5.9479227e-03
1.6040653e+06	2.5000000e+02	1.7060676e+17	5.8887398e-03
1.6167960e+06	2.5000000e+02	1.6890920e+17	5.8301459e-03
1.6295267e+06	2.5000000e+02	1.6722852e+17	5.7721350e-03
1.6422573e+06	2.5000000e+02	1.6556457e+17	5.7147013e-03
1.6549880e+06	2.5000000e+02	1.6391718e+17	5.6578390e-03
1.6677187e+06	2.5000000e+02	1.6228617e+17	5.6015426e-03
1.6804494e+06	2.5000000e+02	1.6067140e+17	5.5458063e-03
1.6931801e+06	2.5000000e+02	1.5907269e+17	5.4906246e-03
1.7059107e+06	2.5000000e+02	1.5748989e+17	5.4359920e-03
1.7186414e+06	2.5000000e+02	1.5592284e+17	5.3819030e-03
1.7313721e+06	2.5000000e+02	1.5437138e+17	5.3283522e-03
1.7441028e+06	2.5000000e+02	1.5283536e+17	5.2753342e-03
1.7568334e+06	2.5000000e+02	1.5131463e+17	5.2228437e-03
1.7695641e+06	2.5000000e+02	1.4980902e+17	5.1708755e-03
1.7822948e+06	2.5000000e+02	1.4831840e+17	5.1194245e-03
1.7950255e+06	2.5000000e+02	1.4684260e+17	5.0684854e-03
1.8077561e+06	2.5000000e+02	1.4538149e+17	5.0180531e-03
1.8204868e+06	2.5000000e+02	1.4393492e+17	4.9681226e-03
1.8332175e+06	2.5000000e+02	1.4250275e+17	4.9186890e-03
1.8459482e+06	2.5000000e+02	1.4108482e+17	4.8697472e-03
1.8586789e+06	2.5000000e+02	1.3968100e+17	4.8212924e-03
1.8714095e+06	2.5000000e+02	1.3829116e+17	4.7733197e-03
1.8841402e+06	2.5000000e+02	1.3691514e+17	4.7258244e-03
1.8968709e+06	2.5000000e+02	1.3555281e+17	4.6788017e-03
1.9096016e+06	2.5000000e+02	1.3420403e+17	4.6322468e-03
1.9223322e+06	2.5000000e+02	1.3286868e+17	4.5861552e-03
1.9350629e+06	2.5000000e+02	1.3154662e+17	4.5405222e-03
1.9477936e+06	2.5000000e+02	1.3023771e+17	4.4953432e-03
1.9605243e+06	2.5000000e+02	1.2894182e+17	4.4506138e-03
1.9732549e+06	2.5000000e+02	1.2765883e+17	4.4063295e-03
1.9859856e+06	2.5000000e+02	1.2638860e+17	4.3624858e-03
1.9987163e+06	2.5000000e+02	1.2513101e+17	4.3190783e-03
2.0114470e+06	2.5000000e+02	1.2388594e+17	4.2761028e-03
2.0241777e+06	2.5000000e+02	1.2265325e+17	4.2335548e-03
2.0369083e+06	2.5000000e+02	1.2143283e+17	4.1914303e-03
2.0496390e+06	2.5000000e+02	1.2022455e+17	4.1497248e-03
2.0623697e+06	2.5000000e+02	1.1902830e+17	4.1084344e-03
2.0751004e+06	2.5000000e+02	1.1784395e+17	4.0675548e-03
2.0878310e+06	2.5000000e+02	1.1667138e+17	4.0270819e-03
2.1005617e+06	2.5000000e+02	1.1551048e+17	3.9870118e-03
2.1132924e+06	2.5000000e+02	1.1436113e+17	3.9473404e-03
2.1260231e+06	2.5000000e+02	1.1322322e+17	3.9080637e-03
2.1387538e+06	2.5000000e+02	1.1209663e+17	3.8691778e-03
2.1514844e+06	2.5000000e+02	1.1098125e+17	3.8306788e-03
2.1642151e+06	2.5000000e+02	1.0987697e+17	3.7925629e-03
