# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.5000000e+02	6.0208572e+17	2.0781862e-02
1.2730677e+04	2.5000000e+02	5.9609487e+17	2.0575079e-02
2.5461354e+04	2.5000000e+02	5.9016362e+17	2.0370353e-02
3.8192031e+04	2.5000000e+02	5.8429140e+17	2.0167665e-02
5.0922708e+04	2.5000000e+02	5.7847760e+17	1.9966993e-02
6.3653385e+04	2.5000000e+02	5.7272165e+17	1.9768318e-02
7.6384063e+04	2.5000000e+02	5.6702298e+17	1.9571620e-02
8.9114740e+04	2.5000000e+02	5.6138100e+17	1.9376879e-02
1.0184542e+05	2.5000000e+02	5.5579517e+17	1.9184076e-02
1.1457609e+05	2.5000000e+02	5.5026492e+17	1.8993191e-02
1.2730677e+05	2.5000000e+02	5.4478969e+17	1.8804206e-02
1.4003745e+05	2.5000000e+02	5.3936894e+17	1.8617101e-02
1.5276813e+05	2.5000000e+02	5.3400213e+17	1.8431858e-02
1.6549880e+05	2.5000000e+02	5.2868872e+17	1.8248458e-02
1.7822948e+05	2.5000000e+02	5.2342818e+17	1.8066883e-02
1.9096016e+05	2.5000000e+02	5.1821998e+17	1.7887114e-02
2.0369083e+05	2.5000000e+02	5.1306361e+17	1.7709134e-02
2.1642151e+05	2.5000000e+02	5.0795854e+17	1.7532925e-02
2.2915219e+05	2.5000000e+02	5.0290427e+17	1.7358470e-02
2.4188286e+05	2.5000000e+02	4.9790029e+17	1.7185750e-02
2.5461354e+05	2.5000000e+02	4.9294609e+17	1.7014749e-02
2.6734422e+05	2.5000000e+02	4.8804120e+17	1.6845450e-02
2.8007490e+05	2.5000000e+02	4.8318511e+17	1.6677835e-02
2.9280557e+05	2.5000000e+02	4.7837734e+17	1.6511887e-02
3.0553625e+05	2.5000000e+02	4.7361740e+17	1.6347591e-02
3.1826693e+05	2.5000000e+02	4.6890483e+17	1.6184930e-02
3.3099760e+05	2.5000000e+02	4.6423915e+17	1.6023887e-02
