# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	3.0000000e+02	5.6824880e+18	2.3536718e-01
1.5259762e+04	2.9933070e+02	5.6139408e+18	2.3200919e-01
3.0485479e+04	2.9866289e+02	5.5467330e+18	2.2872026e-01
4.5677227e+04	2.9799656e+02	5.4808305e+18	2.2549854e-01
6.0835082e+04	2.9733173e+02	5.4161997e+18	2.2234227e-01
7.5959120e+04	2.9666838e+02	5.3528082e+18	2.1924972e-01
9.1049415e+04	2.9600651e+02	5.2906241e+18	2.1621921e-01
1.0610604e+05	2.9534611e+02	5.2296168e+18	2.1324912e-01
1.2112908e+05	2.9468719e+02	5.1697559e+18	2.1033784e-01
1.3611860e+05	2.9402974e+02	5.1110123e+18	2.0748385e-01
1.5107468e+05	2.9337376e+02	5.0533574e+18	2.0468565e-01
1.6599739e+05	2.9271924e+02	4.9967635e+18	2.0194178e-01
1.8088681e+05	2.9206618e+02	4.9412034e+18	1.9925082e-01
1.9574301e+05	2.9141457e+02	4.8866509e+18	1.9661140e-01
2.1056607e+05	2.9076443e+02	4.8330802e+18	1.9402218e-01
2.2535606e+05	2.9011573e+02	4.7804665e+18	1.9148187e-01
2.4011305e+05	2.8946847e+02	4.7287854e+18	1.8898920e-01
2.5483711e+05	2.8882267e+02	4.6780134e+18	1.8654295e-01
2.6952833e+05	2.8817830e+02	4.6281273e+18	1.8414193e-01
2.8418677e+05	2.8753537e+02	4.5791049e+18	1.8178497e-01
2.9881251e+05	2.8689387e+02	4.5309242e+18	1.7947096e-01
3.1340561e+05	2.8625381e+02	4.4835642e+18	1.7719880e-01
3.2796616e+05	2.8561518e+02	4.4370042e+18	1.7496744e-01
3.4249423e+05	2.8497796e+02	4.3912242e+18	1.7277583e-01
3.5698988e+05	2.8434217e+02	4.3462045e+18	1.7062299e-01
3.7145319e+05	2.8370780e+02	4.3019264e+18	1.6850794e-01
3.8588424e+05	2.8307485e+02	4.2583712e+18	1.6642973e-01
4.0028309e+05	2.8244330e+02	4.2155211e+18	1.6438745e-01
4.1464981e+05	2.8181317e+02	4.1733585e+18	1.6238021e-01
4.2898449e+05	2.8118444e+02	4.1318666e+18	1.6040714e-01
4.4328718e+05	2.8055711e+02	4.0910288e+18	1.5846740e-01
4.5755796e+05	2.7993119e+02	4.0508290e+18	1.5656018e-01
4.7179690e+05	2.7930666e+02	4.0112517e+18	1.5468469e-01
4.8600408e+05	2.7868352e+02	3.9722818e+18	1.5284015e-01
5.0017956e+05	2.7806178e+02	3.9339043e+18	1.5102582e-01
5.1432342e+05	2.7744142e+02	3.8961051e+18	1.4924097e-01
5.2843572e+05	2.7682244e+02	3.8588702e+18	1.4748491e-01
5.4251653e+05	2.7620485e+02	3.8221860e+18	1.4575693e-01
5.5656593e+05	2.7558863e+02	3.7860395e+18	1.4405640e-01
5.7058399e+05	2.7497379e+02	3.7504177e+18	1.4238264e-01
5.8457077e+05	2.7436032e+02	3.7153084e+18	1.4073505e-01
5.9852635e+05	2.7374822e+02	3.6806993e+18	1.3911301e-01
6.1245079e+05	2.7313748e+02	3.6465789e+18	1.3751594e-01
6.2634416e+05	2.7252811e+02	3.6129356e+18	1.3594325e-01
6.4020654e+05	2.7192009e+02	3.5797585e+18	1.3439439e-01
6.5403800e+05	2.7131344e+02	3.5470367e+18	1.3286883e-01
6.6783859e+05	2.7070813e+02	3.5147598e+18	1.3136603e-01
6.8160840e+05	2.7010418e+02	3.4829177e+18	1.2988549e-01
6.9534748e+05	2.6950157e+02	3.4515005e+18	1.2842671e-01
7.0905591e+05	2.6890031e+02	3.4204985e+18	1.2698921e-01
7.2273376e+05	2.6830039e+02	3.3899026e+18	1.2557253e-01
7.3638110e+05	2.6770181e+02	3.3597035e+18	1.2417620e-01
7.4999798e+05	2.6710456e+02	3.3298927e+18	1.2279980e-01
7.6358449e+05	2.6650865e+02	3.3004615e+18	1.2144289e-01
7.7714068e+05	2.6591407e+02	3.2714016e+18	1.2010505e-01
7.9066663e+05	2.6532081e+02	3.2427050e+18	1.1878589e-01
8.0416241e+05	2.6472888e+02	3.2143638e+18	1.1748501e-01
8.1762807e+05	2.6413826e+02	3.1863706e+18	1.1620203e-01
8.3106370e+05	2.6354897e+02	3.1587178e+18	1.1493658e-01
8.4446934e+05	2.6296099e+02	3.1313984e+18	1.1368829e-01
8.5784508e+05	2.6237432e+02	3.1044053e+18	1.1245683e-01
8.7119098e+05	2.6178896e+02	3.0777318e+18	1.1124185e-01
8.8450711e+05	2.6120490e+02	3.0513714e+18	1.1004302e-01
8.9779352e+05	2.6062215e+02	3.0253176e+18	1.0886002e-01
9.1105029e+05	2.6004070e+02	2.9995643e+18	1.0769254e-01
9.2427749e+05	2.5946054e+02	2.9741054e+18	1.0654027e-01
9.3747518e+05	2.5888168e+02	2.9489351e+18	1.0540292e-01
9.5064342e+05	2.5830412e+02	2.9240478e+18	1.0428021e-01
9.6378228e+05	2.5772784e+02	2.8994378e+18	1.0317185e-01
9.7689184e+05	2.5715284e+02	2.8750999e+18	1.0207758e-01
9.8997755e+05	2.5697215e+02	2.8482466e+18	1.0105313e-01
1.0030633e+06	2.5697215e+02	2.8199061e+18	1.0004763e-01
1.0161490e+06	2.5697215e+02	2.7918476e+18	9.9052142e-02
1.0292347e+06	2.5697215e+02	2.7640682e+18	9.8066557e-02
1.0423204e+06	2.5697215e+02	2.7365653e+18	9.7090778e-02
1.0554061e+06	2.5697215e+02	2.7093360e+18	9.6124709e-02
1.0684919e+06	2.5697215e+02	2.6823777e+18	9.5168252e-02
1.0815776e+06	2.5697215e+02	2.6556876e+18	9.4221312e-02
1.0946633e+06	2.5697215e+02	2.6292630e+18	9.3283794e-02
1.1077490e+06	2.5697215e+02	2.6031014e+18	9.2355605e-02
1.1208347e+06	2.5697215e+02	2.5772001e+18	9.1436651e-02
1.1339204e+06	2.5697215e+02	2.5515566e+18	9.0526841e-02
1.1470062e+06	2.5697215e+02	2.5261682e+18	8.9626084e-02
1.1600919e+06	2.5697215e+02	2.5010324e+18	8.8734290e-02
1.1731776e+06	2.5697215e+02	2.4761467e+18	8.7851369e-02
1.1862633e+06	2.5697215e+02	2.4515086e+18	8.6977233e-02
1.1993490e+06	2.5697215e+02	2.4271157e+18	8.6111795e-02
1.2124348e+06	2.5697215e+02	2.4029655e+18	8.5254969e-02
1.2255205e+06	2.5697215e+02	2.3790556e+18	8.4406667e-02
1.2386062e+06	2.5697215e+02	2.3553836e+18	8.3566807e-02
1.2516919e+06	2.5697215e+02	2.3319471e+18	8.2735303e-02
1.2647776e+06	2.5697215e+02	2.3087439e+18	8.1912073e-02
1.2778633e+06	2.5697215e+02	2.2857715e+18	8.1097035e-02
1.2909491e+06	2.5697215e+02	2.2630277e+18	8.0290106e-02
1.3040348e+06	2.5697215e+02	2.2405102e+18	7.9491206e-02
1.3171205e+06	2.5697215e+02	2.2182167e+18	7.8700255e-02
1.3302062e+06	2.5697215e+02	2.1961451e+18	7.7917174e-02
1.3432919e+06	2.5697215e+02	2.1742931e+18	7.7141886e-02
1.3563776e+06	2.5697215e+02	2.1526585e+18	7.6374311e-02
1.3694634e+06	2.5697215e+02	2.1312392e+18	7.5614374e-02
1.3825491e+06	2.5697215e+02	2.1100330e+18	7.4861998e-02
1.3956348e+06	2.5697215e+02	2.0890378e+18	7.4117109e-02
1.4087205e+06	2.5697215e+02	2.0682516e+18	7.3379632e-02
1.4218062e+06	2.5697215e+02	2.0476721e+18	7.2649492e-02
1.4348920e+06	2.5697215e+02	2.0272974e+18	7.1926617e-02
1.4479777e+06	2.5697215e+02	2.0071255e+18	7.1210936e-02
1.4610634e+06	2.5697215e+02	1.9871543e+18	7.0502375e-02
1.4741491e+06	2.5697215e+02	1.9673817e+18	6.9800865e-02
1.4872348e+06	2.5697215e+02	1.9478060e+18	6.9106334e-02
1.5003205e+06	2.5697215e+02	1.9284250e+18	6.8418715e-02
1.5134063e+06	2.5697215e+02	1.9092368e+18	6.7737937e-02
1.5264920e+06	2.5697215e+02	1.8902396e+18	6.7063934e-02
1.5395777e+06	2.5697215e+02	1.8714314e+18	6.6396636e-02
1.5526634e+06	2.5697215e+02	1.8528103e+18	6.5735979e-02
1.5657491e+06	2.5697215e+02	1.8343746e+18	6.5081895e-02
1.5788348e+06	2.5697215e+02	1.8161222e+18	6.4434319e-02
1.5919206e+06	2.5697215e+02	1.7980515e+18	6.3793187e-02
1.6050063e+06	2.5697215e+02	1.7801606e+18	6.3158434e-02
1.6180920e+06	2.5697215e+02	1.7624477e+18	6.2529997e-02
1.6311777e+06	2.5697215e+02	1.7449111e+18	6.1907813e-02
1.6442634e+06	2.5697215e+02	1.7275489e+18	6.1291820e-02
1.6573492e+06	2.5697215e+02	1.7103595e+18	6.0681957e-02
1.6704349e+06	2.5697215e+02	1.6933412e+18	6.0078161e-02
1.6835206e+06	2.5697215e+02	1.6764921e+18	5.9480373e-02
1.6966063e+06	2.5697215e+02	1.6598108e+18	5.8888534e-02
1.7096920e+06	2.5697215e+02	1.6432954e+18	5.8302583e-02
1.7227777e+06	2.5697215e+02	1.6269443e+18	5.7722463e-02
1.7358635e+06	2.5697215e+02	1.6107559e+18	5.7148114e-02
1.7489492e+06	2.5697215e+02	1.5947286e+18	5.6579481e-02
1.7620349e+06	2.5697215e+02	1.5788608e+18	5.6016506e-02
1.7751206e+06	2.5697215e+02	1.5631509e+18	5.5459132e-02
1.7882063e+06	2.5697215e+02	1.5475973e+18	5.4907305e-02
1.8012920e+06	2.5697215e+02	1.5321984e+18	5.4360968e-02
1.8143778e+06	2.5697215e+02	1.5169528e+18	5.3820067e-02
1.8274635e+06	2.5697215e+02	1.5018589e+18	5.3284549e-02
1.8405492e+06	2.5697215e+02	1.4869151e+18	5.2754359e-02
1.8536349e+06	2.5697215e+02	1.4721201e+18	5.2229444e-02
1.8667206e+06	2.5697215e+02	1.4574722e+18	5.1709752e-02
1.8798064e+06	2.5697215e+02	1.4429701e+18	5.1195232e-02
1.8928921e+06	2.5697215e+02	1.4286124e+18	5.0685831e-02
1.9059778e+06	2.5697215e+02	1.4143974e+18	5.0181498e-02
1.9190635e+06	2.5697215e+02	1.4003239e+18	4.9682184e-02
1.9321492e+06	2.5697215e+02	1.3863905e+18	4.9187838e-02
1.9452349e+06	2.5697215e+02	1.3725957e+18	4.8698411e-02
1.9583207e+06	2.5697215e+02	1.3589381e+18	4.8213854e-02
1.9714064e+06	2.5697215e+02	1.3454164e+18	4.7734118e-02
1.9844921e+06	2.5697215e+02	1.3320293e+18	4.7259155e-02
1.9975778e+06	2.5697215e+02	1.3187754e+18	4.6788919e-02
2.0106635e+06	2.5697215e+02	1.3056534e+18	4.6323361e-02
2.0237492e+06	2.5697215e+02	1.2926619e+18	4.5862436e-02
2.0368350e+06	2.5697215e+02	1.2797997e+18	4.5406097e-02
2.0499207e+06	2.5697215e+02	1.2670655e+18	4.4954299e-02
2.0630064e+06	2.5697215e+02	1.2544580e+18	4.4506996e-02
2.0760921e+06	2.5697215e+02	1.2419759e+18	4.4064144e-02
2.0891778e+06	2.5697215e+02	1.2296181e+18	4.3625699e-02
2.1022636e+06	2.5697215e+02	1.2173831e+18	4.3191616e-02
2.1153493e+06	2.5697215e+02	1.2052700e+18	4.2761852e-02
2.1284350e+06	2.5697215e+02	1.1932773e+18	4.2336364e-02
2.1415207e+06	2.5697215e+02	1.1814040e+18	4.1915111e-02
2.1546064e+06	2.5697215e+02	1.1696489e+18	4.1498048e-02
2.1676921e+06	2.5697215e+02	1.1580107e+18	4.1085136e-02
2.1807779e+06	2.5697215e+02	1.1464883e+18	4.0676332e-02
2.1938636e+06	2.5697215e+02	1.1350805e+18	4.0271596e-02
2.2069493e+06	2.5697215e+02	1.1237863e+18	3.9870887e-02
2.2200350e+06	2.5697215e+02	1.1126044e+18	3.9474165e-02
2.2331207e+06	2.5697215e+02	1.1015338e+18	3.9081390e-02
2.2462065e+06	2.5697215e+02	1.0905734e+18	3.8692524e-02
2.2592922e+06	2.5697215e+02	1.0797220e+18	3.8307527e-02
2.2723779e+06	2.5697215e+02	1.0689786e+18	3.7926360e-02
2.2854636e+06	2.5697215e+02	1.0583421e+18	3.7548987e-02
2.2985493e+06	2.5697215e+02	1.0478114e+18	3.7175368e-02
2.3116350e+06	2.5697215e+02	1.0373855e+18	3.6805467e-02
2.3247208e+06	2.5697215e+02	1.0270633e+18	3.6439247e-02
2.3378065e+06	2.5697215e+02	1.0168439e+18	3.6076670e-02
